internship_title,company_name,location,start_date,duration,stipend
Graphic Design,OM ENTERPRISES,Visakhapatnam,Immediately,3 Months,"₹ 4,000-6,000 /month"
Graphic Design,The Organic Label,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Content Writing,PickRetreat,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
iOS App Development,Konnxt Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Assistant To The Founder,Beybey Farms,Bhopal,Immediately,3 Months,"₹ 3,000 /month"
Telecalling & Sales Coordination (Fintech Lending),Quickfinshop Enterprises,Mumbai,Immediately,3 Months,"₹ 15,000 /month +  Incentives"
Graphic Designer,URTEQi,Ahmedabad,Immediately,3 Months,"₹ 8,000 /month"
Content Writing,ITvisitors Consulting,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
Node.js Development,NextGen Techno Ventures Private Limited,Mumbai,Immediately,3 Months,"₹ 7,000 /month"
Laravel Development,NextGen Techno Ventures Private Limited,Mumbai,Immediately,3 Months,"₹ 5,000-7,000 /month"
WordPress Development,Dakoo - The Super App,Work From Home,Immediately,3 Months,"₹ 8,000 lump sum"
Telecalling & Business Development (US),Sales Brigade,Work From Home,Immediately,3 Months,"₹ 10,000-18,000 /month"
Email Marketing,GEMA Education Technology Private Limited,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Social Media Marketing,IMBUZI,Work From Home,Immediately,3 Months,"₹ 3,000-8,000 /month"
Business Development (B2B Sales),"Innovative Investing Group, Inc.",Work From Home,Immediately,3 Months,"₹ 8,000-15,000 /month"
Influencer Marketing,Recitstudios,Work From Home,Immediately,3 Months,"₹ 4,000-6,000 /month"
Social Media Brand Ambassador,Team Hash Foundation,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Content Writing,Ayexible,Noida,Immediately,3 Months,"₹ 6,000 /month"
Short Form Video Editing For Instagram Reels,Tanishq Harjani,Work From Home,Immediately,3 Months,"₹ 15,000-20,000 /month"
Learning Operations Maverick,Harbinger | The People Company,Navi Mumbai,Immediately,3 Months,"₹ 15,000 /month"
Social Media Marketing,Lusso Celebrazione Private Limited,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Android App Development,Cyberensis Infosec,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Copywriting,Ignitic Ideas Private Limited,Thane,Immediately,3 Months,"₹ 5,000-12,000 /month"
E-commerce Operations,Wherehouse.io,Gurgaon,Immediately,3 Months,"₹ 15,000 /month"
Social Media Marketing,Stracts,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Digital Marketing,Afsha Parmar,Work From Home,Immediately,3 Months,"₹ 2,000-5,000 /month"
React-Native Development,Fastlance,Work From Home,Immediately,3 Months,"₹ 4,000 /month"
Graphic Design,Mosambi Media,Pune,Immediately,3 Months,"₹ 5,500 /month"
Content Writing,Rankingbite LLP,Work From Home,Immediately,3 Months,"₹ 8,000 /month"
Digital Marketing,Light Verse Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Content Creation & Social Media Marketing (A Pet Care Brand),Gocattles,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Fashion Design,Lumiére,Work From Home,Immediately,3 Months,"₹ 10,000 /month"
Full Stack Development,Psymate,Bhopal,Immediately,3 Months,"₹ 3,000-10,000 /month"
Data Engineering,Go Digital Technology Consulting,Mumbai,Immediately,3 Months,"₹ 15,000 /month"
Financial And Advertising,ADSMIT MEDIA,Work From Home,Immediately,3 Months,"₹ 4,750-12,000 /month"
Video/Audio Editing,NXTTOUR INDIA,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
Social Media Marketing,Nareeism,Greater Noida,Immediately,3 Months,"₹ 2,000-5,000 /month"
Volunteering,The Thread Foundation,Work From Home,Immediately,3 Months,Unpaid
Campus Ambassador,Sling,Work From Home,Immediately,3 Months,Performance Based
Business Development (Sales),GoldMark Realty,Pune,Immediately,3 Months,"₹ 5,000 /month +  Incentives"
Content Marketing,Nova,Work From Home,Immediately,3 Months,"₹ 2,000-10,000 /month"
Social Sector Marketing,Pawzz,Work From Home,Immediately,3 Months,"₹ 1,500-10,000 lump sum"
Social Cause,Pawzz,Work From Home,Immediately,3 Months,"₹ 1,500-10,000 lump sum"
Operations (TorchBearer),HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month"
Community Management,HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 lump sum"
Project Management (Sales And Marketing),HappiMynd,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month"
Digital Marketing,Webiniser LTD,Work From Home,Immediately,3 Months,"₹ 6,000-20,000 /month"
Social Entrepreneurship,HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month"
Investment Analysis (Capital Market),B B Advisory,Work From Home,Immediately,3 Months,"₹ 2,000-8,000 /month"
WordPress Development,Webiniser LTD,Work From Home,Immediately,3 Months,"₹ 5,000-25,000 /month"
MERN Stack Development,Think Of It Foundation,Work From Home,Immediately,3 Months,Unpaid
Python Development,Think Of It Foundation,Work From Home,Immediately,3 Months,Unpaid
Marketing,STTUDIIODEK,Delhi,Immediately,3 Months,"₹ 6,000-12,000 /month"
Affiliate Marketing,Z-Culture,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
Human Resources (HR),Pawzz,Work From Home,Immediately,3 Months,"₹ 6,000-12,000 /month"
Business Analyst (Technical),Think Of It Foundation,Work From Home,Immediately,3 Months,Unpaid
Business Analyst (Marketing),Think Of It Foundation,Work From Home,Immediately,3 Months,Unpaid
Influencer Marketing,HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000 /month"
Human Resources (HR),B B Advisory,Bangalore,Immediately,3 Months,"₹ 5,000 /month"
Human Resources (HR),Earth5R,Mumbai,Immediately,3 Months,"₹ 8,000 /month"
Foreign Exchange Market,B B Advisory,Work From Home,Immediately,3 Months,"₹ 2,000-40,000 /month"
C++ Development,WiJungle - by HttpCart,Gurgaon,Immediately,3 Months,"₹ 30,000-35,000 /month"
Graphic Design,Harmonivity,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Talent Acquisition,Hiringz,Work From Home,Immediately,3 Months,"₹ 1,500 /month +  Incentives"
Sales Coordination,Colombier Lab Private Limited,Kochi,Immediately,3 Months,"₹ 8,000 /month"
Android App Development,Feedbackदो India,Gandhinagar,Immediately,2 Months,"₹ 3,000-7,000 /month"
Digital Marketing,Edvago Infinity Learn,Work From Home,Immediately,2 Months,"₹ 5,000 /month +  Incentives"
Graphic Design,Web 3 Wellness,Zirakpur,Immediately,2 Months,"₹ 20,000 /month"
Business Development (Sales),Stinfi.in (Stinfi Private Limited),Vadodara,Immediately,2 Months,"₹ 3,500 /month +  Incentives"
Social Media Marketing,THE SNUG STITCH,Mumbai,Immediately,2 Months,"₹ 9,000 /month"
E-commerce Operations,Koverify,Mumbai,Immediately,2 Months,"₹ 10,000 /month"
Human Resources (HR),Solution Graph,Work From Home,Immediately,2 Months,"₹ 2,000 /month"
Doubt Solving (Chemistry),LearnAsYouGo Private Limited,Work From Home,Immediately,2 Months,"₹ 6,000-12,000 /month"
Subject Matter Expert (SME),LearnAsYouGo Private Limited,Work From Home,Immediately,2 Months,"₹ 6,000-12,000 /month"
Video Making/Editing,Bettr My Health,Work From Home,Immediately,2 Months,"₹ 10,000 /month"
Finance,Build Your English,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
AI Fullstack Developer,Yardstick,Work From Home,Immediately,2 Months,"₹ 10,000-15,000 /month"
Equity Research Analysis,Trading Shalaa,Work From Home,Immediately,2 Months,"₹ 3,000-5,000 /month"
Commodities Exchange,Trading Shalaa,Work From Home,Immediately,2 Months,"₹ 3,000-5,000 /month"
Event Management,3HD Media,Mumbai,Immediately,2 Months,"₹ 10,000 /month"
Financial Market,Trading Shalaa,Work From Home,Immediately,2 Months,"₹ 3,000-5,000 /month"
Content Writing (WWE),"Zion Media (Dhaka, Bangladesh)",Work From Home,Immediately,2 Months,"₹ 6,500 /month"
Actress (For Social Media Post Creation),AgentInsights,Delhi,Immediately,2 Months,"₹ 8,000 /month"
Human Resources (HR),Yardstick,Work From Home,Immediately,2 Months,"₹ 5,000-10,000 /month"
Social Media Marketing,The News Insight,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
Digital Marketing,Misui India,Work From Home,Immediately,2 Months,"₹ 5,000-10,000 /month"
Graphic Design,ZAP Cricket,Work From Home,Immediately,2 Months,"₹ 7,000 /month"
International Business Development,Kimcc Services Private Limited,Work From Home,Immediately,2 Months,"₹ 12,000 /month +  Incentives"
Law/Legal,Scandiya,Work From Home,Immediately,2 Months,"₹ 8,000 /month"
Film Making - Art Gallery,APRE Art House,Mumbai,Immediately,2 Months,"₹ 4,000 /month"
Digital Dreamweaver: Internship Odyssey In Graphic Design,Global Trend,Work From Home,Immediately,2 Months,"₹ 7,000 /month"
AI Developer,Yardstick,Work From Home,Immediately,2 Months,"₹ 5,000-10,000 /month"
Executive Assistant,Dragon Fruit Studio,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
Teaching Volunteer,Swachhpan,Work From Home,Immediately,2 Months,Unpaid
E-commerce Order Management,Master Home Appliances,Work From Home,Immediately,2 Months,"₹ 2,000 /month"
Business Development (Sales),AzSm Enterprises,Bangalore,Immediately,2 Months,"₹ 5,000 /month +  Incentives"
Business Development,Techworth Technologies Private Limited,Kolkata,Immediately,2 Months,"₹ 2,000 /month"
Basketball Content Writing,The SportsLite,Work From Home,Immediately,2 Months,"₹ 1,000-4,000 /month"
Accounting & MIS,P.R. GLolinks Consulting,Chennai,Immediately,2 Months,"₹ 10,000 /month"
Marketing Project,Nirmano Tech-Health,Work From Home,Immediately,2 Months,"₹ 3,000-4,000 /month"
News Writing- Indian Stock Market,Alien Investor,Work From Home,Immediately,2 Months,"₹ 4,500 /month"
Administration,Househat,Pune,Immediately,2 Months,"₹ 7,500 /month"
Web Development,365Build Technologies (I) Private Limited,Bangalore,Immediately,2 Months,"₹ 16,000 /month"
Marketing,Siksha Helpline,Work From Home,Immediately,2 Months,"₹ 1,000 /month +  Incentives"
Customer Acquisition,EDUHOLIC,Work From Home,Immediately,2 Months,"₹ 2,000 /month"
Content Writing,Websunn - Online Grocery Shopping Store,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
Human Resources (HR),Youth Empowerment Foundation,Work From Home,Immediately,2 Months,Unpaid
Virtual Assistance,Paathshala Spark,Work From Home,Immediately,2 Months,"₹ 7,000-10,000 /month"
Social Media Marketing,Oligosoft Corporation,Bangalore,Immediately,2 Months,"₹ 5,000 /month"
Content Writing,Nacional Think Tank Pvt Ltd,Delhi,Immediately,2 Months,"₹ 3,000 /month"
Office Executive/Merchandising,The Indian Extension Company,Kanpur,Immediately,2 Months,"₹ 8,000 /month"
Marketing,Bharat Cabs,Work From Home,Immediately,2 Months,₹ 250 /week +  Incentives
Building Information Modelling,AECONS INFOTECH PVT LTD,Dehradun,Immediately,2 Months,"₹ 5,000 /month"
Graphic Design,Samarpan,Work From Home,Immediately,2 Months,Unpaid
Sales Trainee,AIO HR Consultancy Services,Ahmedabad,Immediately,2 Months,"₹ 12,000 /month"
Field Promotion,BookAMed,Kochi,Immediately,2 Months,"₹ 17,600-26,400 /month"
UI/UX Design,Think Of It Foundation,Work From Home,Immediately,2 Months,Unpaid
Subject Matter Expert (Chemistry),Solvitude,Work From Home,Immediately,2 Months,"₹ 4,000-12,000 /month"
Subject Matter Expert (Physics),Solvitude,Work From Home,Immediately,2 Months,"₹ 4,000-12,000 /month"
Marketing,Unlisted,Work From Home,Immediately,2 Months,"₹ 10,000 /month"
Business Development (Sales),BerryCent India Private Limited,Kolkata,Immediately,2 Months,"₹ 5,000 /month"
Teaching,Kumkum Foundation,Noida,Immediately,2 Months,"₹ 2,000 /month +  Incentives"
Graphic Design,Arcatron Mobility Private Limited,Work From Home,Immediately,2 Months,"₹ 40,000-50,000 /month"
Business Development (Sales),Think Of It Foundation,Work From Home,Immediately,2 Months,Unpaid
Human Resources (HR),DevTown,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
Subject Matter Expert (Mathematics),Solvitude,Work From Home,Immediately,2 Months,"₹ 4,000-12,000 /month"
Graphic Design,Crrescita,Delhi,Immediately,2 Months,"₹ 10,000-15,000 /month"
Sales And Marketing,Black Key Tunes LLP,Mumbai,Immediately,2 Months,"₹ 7,000 /month"
Human Resources (HR),Hir'd Services Private Limited,Indore,Immediately,2 Months,"₹ 10,000 /month"
International Sales & Marketing (E-Commerce),Hvantage Technologies Incorporated,Indore,Immediately,2 Months,"₹ 3,000-5,000 /month"
Angular Development,IKick Enterprise LLP,Work From Home,Immediately,2 Months,"₹ 15,000-25,000 /month"
Social Media Management,PULSECRAFTS SOLUTIONS PRIVATE LIMITED,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
React Native Mobile Application Full Stack Development IOS,Spacesnap,Work From Home,Immediately,2 Months,"₹ 9,000-14,000 /month"
Digital Marketing,BetX,Work From Home,Immediately,2 Months,"₹ 3,000 /month"
Human Resources (HR),ESMSYS,Ahmedabad,Immediately,2 Months,"₹ 8,000-10,000 /month"
Digital Marketing,Leela Travels,Delhi,Immediately,2 Months,"₹ 5,000 /month"
Marketing,Pinacle Web India,Thane,Immediately,2 Months,"₹ 3,000 /month +  Incentives"
Business Development (Sales),DaGiants Media,Work From Home,Immediately,2 Months,"₹ 1,000 /month +  Incentives"
Learning Advisor- Inside Sales,DigitalPanda.in,Work From Home,Immediately,2 Months,"₹ 15,000-18,000 /month"
UI/UX Design,Blackcoffer,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
Marketing,Blackcoffer,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
Equity Analyst,Fin Intern,Work From Home,Immediately,2 Months,"₹ 1,000 /month +  Incentives"
"Stock Market Operations, Research, Data Analysis & Marketing",Panoramic Management & Consulting Private Limited,Pune,Immediately,2 Months,"₹ 3,000-10,000 /month"
Business Development (Sales),PlanThyBusiness.com,Work From Home,Immediately,2 Months,"₹ 8,000 /month +  Incentives"
Research,Maharaj Engineering,Work From Home,Immediately,2 Months,"₹ 1,600 /month"
Human Resources (HR),Blackcoffer,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Graphic Design,Vaince Cosmetics Private Limited,Mumbai,Immediately,6 Months,"₹ 10,000-15,000 /month"
Investment,Future Invest,Mumbai,Immediately,6 Months,"₹ 2,000 /month"
Recruitment,Zyvka Global Services,Noida,Immediately,6 Months,"₹ 7,000-10,000 /month"
Graphic Design,Future Gurukuls Edutech Private Limited,Work From Home,Immediately,6 Months,"₹ 3,500 /month"
Anchoring,Harsh Priyam,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Graphic Design,Funberry Foods Private Limited  (TROFFINO),Mumbai,Immediately,6 Months,"₹ 5,000-10,000 /month"
Video Making/Editing,Travel Secrets Magazine,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Graphic Design,PeaceInfotech Services Private Limited,Mumbai,Immediately,6 Months,"₹ 5,000 /month"
Admin Assistance,Faiyda,Mumbai,Immediately,6 Months,"₹ 12,000-15,000 /month"
Digital Marketing,Crescent Buildtech,Bangalore,Immediately,6 Months,"₹ 15,000 /month"
Human Resources (HR),Webhawkers,Mumbai,Immediately,6 Months,"₹ 6,000-10,000 /month"
Search Engine Optimization (SEO),The Night Marketer,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Search Engine Optimization (SEO),Performious Media & Advertising Private Limited,Mumbai,Immediately,6 Months,"₹ 5,000 /month"
Human Resources (HR),CEFINSIGHTS,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
Lead Generation,Kaustubh House Planning And Architect,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Video Editing,RuDe Labs Private Limited,Work From Home,Immediately,6 Months,"₹ 7,000 /month"
Architecture & Design Consultancy Services,Setu Design Studio,Delhi,Immediately,6 Months,"₹ 9,000-12,000 /month"
Marketing,UrbanMatrix Technologies Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Telecalling,MIDIND Industrial Development Limited,Navi Mumbai,Immediately,6 Months,"₹ 7,000 /month"
Business Management,IC Solutions,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Founder's Office,OD Alternatives,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Business Development (Marketing & Sales),For Tomorrow Group Of Education And Training,Dehradun,Immediately,6 Months,"₹ 10,000-15,000 /month"
Video Making/Editing,Spade Entertainment,Pune,Immediately,6 Months,$ 100 /month
Software Development (Node.js),STEMpedia,Ahmedabad,Immediately,6 Months,"₹ 8,000-14,000 /month"
Finance,ADSMIT MEDIA,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives"
Sales & Marketing,Tata Group (IHCL),Agra,Immediately,6 Months,"₹ 5,000 /month"
Content Writing,Klient Boost,Work From Home,Immediately,6 Months,"₹ 2,000 /month"
Data Analysis,ReleaseMyAd Media Private Limited,Kolkata,Immediately,6 Months,"₹ 20,000 /month"
Content Development For YouTube & Instagram,D.J. Consultants,Indore,Immediately,6 Months,"₹ 5,000 /month"
WordPress Development,STEMpedia,Ahmedabad,Immediately,6 Months,"₹ 6,000-12,000 /month"
Acting,Postvila,Work From Home,Immediately,6 Months,"₹ 22,000 /month +  Incentives"
Growth Product Management,IGrameen Emarket Platform LLP,Mumbai,Immediately,6 Months,"₹ 10,000 /month"
Data Entry,Vecmocon Technologies,Delhi,Immediately,6 Months,"₹ 7,000 /month"
Content Editing,Anfield Home,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Podcast Editing,Chezuba Private Limited,Hyderabad,Immediately,6 Months,"₹ 12,000-15,000 /month"
Business Development (Marketing),NEXT IAS,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives"
Search Engine Optimization (SEO),The Yellow Spot,Mumbai,Immediately,6 Months,"₹ 5,000-10,000 /month"
Tele Sale,Quantumnts Technical Services Private Limited,Noida,Immediately,6 Months,"₹ 14,000 /month"
WordPress Development,Million Minds Management Services Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Video Making/Editing,Rashmi Suthar,Work From Home,Immediately,6 Months,"₹ 6,000 /month"
Social Media Marketing,Silly Saturday,Mumbai,Immediately,6 Months,"₹ 3,000 /month +  Incentives"
Social Media Marketing,Colonelz SharpShooterz,Chandigarh,Immediately,6 Months,"₹ 8,000-12,000 /month"
Management (Digital),Mio Design Private Limited,Mumbai,Immediately,6 Months,"₹ 10,000 /month"
Law/Legal,Legal Icons,Delhi,Immediately,6 Months,Unpaid
Software Development (ReactJS),STEMpedia,Ahmedabad,Immediately,6 Months,"₹ 8,000-14,000 /month"
Instagram Marketing,MyLittleMoppet,Work From Home,Immediately,6 Months,"₹ 3,000 /month"
Full Stack React Development,Westinbridge Consulting Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Sales,Seven Beans Coffee Company,Bangalore,Immediately,6 Months,"₹ 10,000-15,000 /month"
Telecalling,Highway Delite,Work From Home,Immediately,6 Months,"₹ 8,000 /month"
Video Making/Editing,Srigiri Solutions,Work From Home,Immediately,6 Months,"₹ 4,000 /month"
Architecture,Design Ahead,Delhi,Immediately,6 Months,"₹ 14,000-16,000 /month"
Digital Marketing,Eduminatti,Dehradun,Immediately,6 Months,"₹ 2,000-6,000 /month"
Quantitative Analytics,Quantom Research Capital,Noida,Immediately,6 Months,"₹ 10,000 /month"
Media And Public Relations (PR),Eduminatti,Dehradun,Immediately,6 Months,"₹ 5,000 /month"
Human Resources (HR),Eduminatti,Dehradun,Immediately,6 Months,"₹ 2,000 /month"
Business Development (Sales),Aim High HR Services,Work From Home,Immediately,6 Months,"₹ 3,000-8,000 /month"
Operations,Eduminatti,Dehradun,Immediately,6 Months,"₹ 2,000-6,000 /month"
Content Writing,Eduminatti,Dehradun,Immediately,6 Months,"₹ 5,000 /month"
Social Media Marketing,Eduminatti,Dehradun,Immediately,6 Months,"₹ 5,000 /month"
Photography,Eduminatti,Dehradun,Immediately,6 Months,"₹ 8,000 /month"
Mathematics Video Solutions (English),QA Solvers,Work From Home,Immediately,6 Months,"₹ 8,000-15,000 /month"
Recruitment,Misuraa Projects LLP,Work From Home,Immediately,6 Months,"₹ 8,000 /month +  Incentives"
Physics Video Solutions (English),QA Solvers,Work From Home,Immediately,6 Months,"₹ 8,000-15,000 /month"
Social Media Marketing (Instagram),Notedly,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Video Making/Editing,Eduminatti,Dehradun,Immediately,6 Months,"₹ 4,000 /month"
Maths,Eduminatti,Dehradun,Immediately,6 Months,"₹ 3,000 /month"
React JS Development,Qriocity Ventures Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month"
MERN Stack Development,Qriocity Ventures Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month"
Search Engine Optimization (SEO),Qriocity Ventures Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month"
Graphic Design,Operant Pharmacy Federation,Work From Home,Immediately,6 Months,"₹ 2,000 /month +  Incentives"
Artificial Intelligence (AI) - Subject Matter Expert,House Of Couton Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000-30,000 /month"
Informative Reel Creation,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Digital Marketing,Top Talent Bridge,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Telesales,Lotus Business Solutions,Work From Home,Immediately,6 Months,"₹ 8,000-12,000 /month"
Software Engineering,Quantom Research Capital,Noida,Immediately,6 Months,"₹ 12,500 /month"
Human Resources (HR),LEARNYARD,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
General Management,LEARNYARD,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Corporate Sales,LEARNYARD,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Business Development (Sales),LEARNYARD,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Social Media Marketing,LEARNYARD,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Facebook Marketing,LEARNYARD,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Product Marketing,LEARNYARD,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Marketing,LEARNYARD,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Digital Marketing,LEARNYARD,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
E-Commerce Marketing,LEARNYARD,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Online Marketing,LEARNYARD,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Subject Matter Expert (Accounts),Innovalance Learning Systems,Work From Home,Immediately,2 Weeks,"₹ 15,000-17,000 /month"
Telesales Specialization,Lotus Business Solutions,Work From Home,Immediately,2 Weeks,"₹ 5,000 /month"
Piano Teaching,AgentInsights,Work From Home,Immediately,2 Weeks,"₹ 1,300-1,500 /month"
Content Editing,Avaesa,Work From Home,Immediately,2 Weeks,"₹ 4,000 /month +  Incentives"
PHP Development,Filium Enterprises Private Limited,Work From Home,Immediately,2 Weeks,"₹ 10,000 /month"
Search Engine Optimization (SEO),Quadra Services,Greater Noida,Immediately,2 Weeks,"₹ 5,000-18,000 /month"
Graphic Design,Greendelics Foundation,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month"
Social Media Marketing,Helpert,Work From Home,Immediately,2 Weeks,"₹ 4,500 /month +  Incentives"
Graphic Design,Hemophilia Federation (India),Work From Home,Immediately,2 Weeks,"₹ 2,000-5,000 /month"
Flutter App Development,Dynish,Work From Home,Immediately,2 Weeks,"₹ 1,000-1,200 /month"
Robotics,ENpower,Bangalore,Immediately,2 Weeks,"₹ 2,000-5,000 lump sum"
UI/UX Design,Wellfounded IT Solution Private Limited,Work From Home,Immediately,2 Weeks,"₹ 5,000-6,000 /month"
Digital Marketing,My Home Salon,Work From Home,Immediately,2 Weeks,"₹ 10,000 /month"
Graphic Design,Microphone Duties,Work From Home,Immediately,2 Weeks,"₹ 5,000-7,000 /month"
E-commerce Marketplace Management,Nico Digital Private Limited,Kolkata,Immediately,2 Weeks,"₹ 10,000 /month"
Social Media Marketing,Arya Vaidya Vilasini Vaidya Sala,Work From Home,Immediately,2 Weeks,"₹ 2,000 /month"
Research (Economics & Data Analysis),Taiyō,Work From Home,Immediately,2 Weeks,"₹ 15,000-20,000 /month"
.NET Development,DANIP,Delhi,Immediately,2 Weeks,"₹ 10,000 /month"
Social Media Marketing,Biz Box Story,Work From Home,Immediately,2 Weeks,"₹ 6,000-10,000 /month"
Business Development (Sales),RPD Sustainable Solutions LLP,Indore,Immediately,2 Weeks,"₹ 3,000 /month +  Incentives"
General Management (Founder's Office),Prescinto,Bangalore,Immediately,2 Weeks,"₹ 20,000-25,000 /month"
Business Development,Print My Tee,Work From Home,Immediately,2 Weeks,"₹ 1,000 /month +  Incentives"
Digital Marketing,Diagonal Brand Designs Private Limited,Navi Mumbai,Immediately,2 Weeks,"₹ 6,000 /month"
Customer Engagement,Jugyah Real Estate Private Limited,Work From Home,Immediately,2 Weeks,"₹ 10,000 /month"
Architecture,Ar. Sailee Awade,Pune,Immediately,2 Weeks,"₹ 5,000 /month +  Incentives"
Factory Operations,Kesar Industries,Jammu,Immediately,2 Weeks,"₹ 5,000 /month"
Motion Graphics,CalciteX Cybernetics LLP,Work From Home,Immediately,2 Weeks,"₹ 6,000 /month"
Digital Marketing,Dare2Gear,Noida,Immediately,2 Weeks,"₹ 7,000-10,000 /month"
iOS App Development,Pragmatic Leaders,Work From Home,Immediately,2 Weeks,"₹ 10,000 /month"
Social Media & Content Writing,IIC INTERACTIVE LABS PRIVATE LIMITED (Ink In Caps),Mumbai,Immediately,2 Weeks,"₹ 7,000-10,000 /month"
Management,Caresmith,Mumbai,Immediately,2 Weeks,"₹ 10,000 /month"
Graphic Design,Koshaa Foods,Hyderabad,Immediately,2 Weeks,"₹ 5,000-10,000 /month"
Recruitment,Adaugeo Technology Solution,Jaipur,Immediately,2 Weeks,"₹ 3,000 /month +  Incentives"
Search Engine Optimization (SEO),IMocha,Work From Home,Immediately,2 Weeks,"₹ 7,000 /month"
Video Creation,Sarga Additive Manufacturing Private Limited,Delhi,Immediately,6 Months,"₹ 5,000-7,000 /month"
Content Writing,FightClub IAS,Bangalore,Immediately,6 Months,"₹ 5,000-10,000 /month"
Marketing,Nohitatu Technologies Private Limited,Chennai,Immediately,6 Months,"₹ 5,000 /month"
Operations,IVIN Strategies,Work From Home,Immediately,6 Months,"₹ 4,000 /month"
Travel Consultant,Divas Sojourn,Delhi,Immediately,6 Months,"₹ 8,000 /month"
Human Resources (HR),Layam Flexi Solutions Private Limited,Chennai,Immediately,6 Months,"₹ 5,000 /month"
Front End Development,Jcloud Work,Udaipur,Immediately,6 Months,"₹ 2,000 /month +  Incentives"
Fashion Design & Merchandising,RIRA,Pune,Immediately,6 Months,"₹ 5,000 /month"
Office Administration,M R O & Associates,Pune,Immediately,6 Months,"₹ 8,000-15,000 /month"
Market Research,Pakka Limited,Noida,Immediately,6 Months,"₹ 10,000 /month"
Web Development,Stories Of India,Work From Home,Immediately,6 Months,"₹ 1,500 /month"
Audio Making/Editing & Digital Marketing,Zen Fits,Work From Home,Immediately,6 Months,"₹ 1,000 /month"
Flutter Development - Build Innovative Educational Apps,Eklavya.me,Work From Home,Immediately,6 Months,"₹ 7,000 /month"
Mobile App Development,Farmer Near Me,Work From Home,Immediately,6 Months,"₹ 1,500 /month"
Digital Marketing,CoinFantasy,Chennai,Immediately,6 Months,"₹ 10,000 /month"
Telecalling,Alippo,Work From Home,Immediately,6 Months,"₹ 10,000-12,000 /month"
